range,mill,diff100m,eta
18200,238,-5.9,29.7
18300,240,-5.9,29.9
18400,241,-5.9,30.1
18500,243,-5.8,30.3
18600,244,-5.8,30.4
18700,245,-5.8,30.6
18800,247,-5.8,30.8
18900,248,-5.7,30.9
19000,250,-5.7,31.1
19100,251,-5.7,31.3
19200,253,-5.7,31.5
19300,254,-5.6,31.6
19400,255,-5.6,31.8
19500,257,-5.6,32.0
19600,258,-5.5,32.2
19700,260,-5.5,32.4
19800,261,-5.5,32.5
19900,263,-5.5,32.7
20000,264,-5.4,32.9
20100,266,-5.4,33.1
20200,267,-5.4,33.3
20300,269,-5.4,33.5
20400,270,-5.4,33.7
20500,271,-5.4,33.8
20600,273,-5.3,34.0
20700,274,-5.3,34.1
20800,276,-5.3,34.3
20900,277,-5.3,34.5
21000,279,-5.2,34.7
21100,280,-5.2,34.9
21200,282,-5.2,35.0
21300,283,-5.2,35.2
21400,285,-5.2,35.4
21500,286,-5.2,35.6
21600,288,-5.1,35.8
21700,289,-5.1,35.9
21800,291,-5.1,36.1
21900,292,-5.1,36.3
22000,294,-5.1,36.5
22100,295,-5.1,36.7
22200,297,-5.0,36.8
22300,298,-5.0,37.0
22400,300,-5.0,37.2
22500,301,-5.0,37.4
22600,303,-5.0,37.6
22700,304,-5.0,37.4
22800,306,-4.9,37.9
22900,307,-4.9,38.1
23000,309,-4.9,38.3
23100,310,-4.9,38.5
23200,312,-4.9,38.7
23300,313,-4.8,38.9
23400,315,-4.8,39.1
23500,317,-4.8,39.2
23600,318,-4.8,39.4
23700,320,-4.8,39.6
23800,321,-4.8,39.8
23900,323,-4.8,40.0
24000,324,-4.8,40.2
24100,326,-4.7,40.4
24200,328,-4.7,40.6
24300,329,-4.7,40.7
24400,331,-4.7,40.9
24500,332,-4.7,41.1
24600,334,-4.7,41.3
24700,336,-4.7,41.5
24800,337,-4.7,41.7
24900,339,-4.6,41.9
25000,340,-4.6,42.1
25100,342,-4.6,42.3
25200,343,-4.6,42.5
25300,345,-4.6,42.6
25400,347,-4.6,42.8
25500,348,-4.6,43.0
25600,350,-4.6,43.2
25700,352,-4.6,43.4
25800,353,-4.5,43.6
25900,355,-4.5,43.8
26000,357,-4.5,44.0
26100,358,-4.5,44.2
26200,360,-4.5,44.4
26300,362,-4.5,44.6
26400,363,-4.5,44.8
26500,365,-4.5,45.0
26600,367,-4.5,45.2
26700,368,-4.4,45.4
26800,370,-4.4,45.6
26900,372,-4.4,45.8
27000,373,-4.4,46.0
27100,375,-4.4,46.2
27200,377,-4.4,46.4
27300,380,-4.4,46.8
27400,382,-4.4,47.0
27500,382,-4.4,47.0
27600,384,-4.4,47.2
27700,385,-4.4,47.4
27800,387,-4.4,47.6
27900,389,-4.3,47.8
28000,391,-4.3,48.0
28100,392,-4.3,48.2
28200,394,-4.3,48.4
28300,396,-4.3,48.6
28400,398,-4.3,48.8
28500,400,-4.3,49.0
28600,401,-4.3,49.2
28700,403,-4.3,49.4
28800,405,-4.3,49.7
28900,407,-4.3,49.9
29000,409,-4.3,50.1
29100,410,-4.3,50.3
29200,412,-4.3,50.5
29300,414,-4.3,50.7
29400,416,-4.3,50.9
29500,418,-4.3,51.1
29600,420,-4.2,51.4
29700,421,-4.2,51.6
29800,423,-4.2,51.8
29900,425,-4.2,52.0
